"group.1","group.2","group.3","group.4","Metastudy","original study","Species","met.rate.Jh","mass.mg","temp.C"
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus versicolor",0.177785,61.05,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus versicolor",0.233161,61.82,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.317681,104.77,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.279793,74.52,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.306023,59.86,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.448834,69.93,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.335169,62.74,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.268135,52.14,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.317681,56.27,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.233161,65.72,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.262306,72.23,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Nebria brevicollis",0.303109,44.33,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Nebria brevicollis",0.256477,53.49,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Nebria brevicollis",0.198187,52.02,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Nebria brevicollis",0.271049,68,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Nebria brevicollis",0.26522,52.49,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.177785,134.9,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.23899,140.7,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.104922,118.86,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.131153,137.19,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.198187,148.21,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.268135,158.18,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.107837,96.2,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.081606,94.87,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.034974,14.84,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.125324,21.19,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.026231,16.1,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.113666,20.96,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.046632,13.61,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.014573,22.12,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.064119,40.98,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.061205,60.07,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.055376,66.7,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.067034,50.47,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.064119,52.13,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.067034,53.24,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.075777,65.88,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.05829,46.42,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus versicolor",0.075777,77.74,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus versicolor",0.151554,66.71,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus versicolor",0.040803,49.93,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus versicolor",0.043718,59.66,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","PSeudophonus rufipes",0.883096,106.34,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.428433,60.58,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.358485,56.08,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus melanarius",0.842293,142.82,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus melanarius",1.107513,173.27,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus versicolor",0.32934,42.19,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus versicolor",0.399288,61.86,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus versicolor",0.308938,46.29,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Loricera pilicornis",0.273964,17,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Loricera pilicornis",0.227332,13.62,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Loricera pilicornis",0.189443,14.41,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Loricera pilicornis",0.271049,14.65,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Loricera pilicornis",0.259391,17.33,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Loricera pilicornis",0.285622,15.89,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Loricera pilicornis",0.250648,12.38,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus niger",0.944301,267.07,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus niger",0.827721,330.34,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus niger",1.611724,378.18,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus violaceus",2.273317,972.85,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.410946,85.12,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.358485,71.23,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",2.515221,76.83,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.317681,67.06,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.343912,101.46,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.1807,56.48,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.215674,54.92,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus fuscipes",0.1807,72.43,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.104922,17.78,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.093264,21.82,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.064119,9.4,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.067034,18.66,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.078692,19.79,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.104922,20.97,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.131153,19.41,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.037889,9.9,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.142811,12.85,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.145725,12.05,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.163213,10.19,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.128238,11.79,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.096179,11.33,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.113666,16.07,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",2.911595,376.43,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",2.812501,390.45,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",1.09877,286.72,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.83355,310.59,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",2.121763,271.47,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Ocypus olens",0.102008,74.38,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Ocypus olens",0.040803,86.7,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Ocypus olens",0.134067,100.28,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.204016,227.06,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.262306,300.65,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.306023,267.16,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.279793,250.97,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.308938,283.51,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.314767,257.9,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.288536,257.95,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.495467,289.39,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.361399,284.95,10
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus melanarius",0.667423,135.9,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus melanarius",1.087112,119.5,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus melanarius",1.329016,155.42,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus niger",1.194949,207.49,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus niger",2.188796,201.19,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus niger",2.215027,217.95,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus niger",1.378563,203.86,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus niger",2.454017,176.86,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.224417,14.39,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.218588,13.24,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.209845,15.12,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.1807,13.32,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Bembidion",0.20693,10.1,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Ocypus ophtalmicus",1.565091,140.48,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Ocypus ophtalmicus",1.792423,140.79,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Ocypus ophtalmicus",1.253239,88.53,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Ocypus ophtalmicus",1.553433,147.54,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Ocypus ophtalmicus",1.844884,106.28,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Ocypus ophtalmicus",1.460169,121.6,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",2.002268,323.43,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",1.707902,279.21,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",1.943978,281.35,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",1.978952,251.81,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",1.757449,281.76,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",2.013926,275.53,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",2.019755,270.82,30
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Ocypus ophtalmicus",0.932643,65.1,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Ocypus ophtalmicus",0.667423,65.01,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.719884,220.19,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",2.115934,258.75,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",1.13083,244.49,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",1.323187,241.57,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",1.052138,241.16,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.932643,240.43,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",1.057967,224.3,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.970532,248.67,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax paralellepipedus",0.781088,215.2,25
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.169042,18.56,20
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Calathus melanocephalus",0.151554,11.75,20
